Total_Relationship_Count,Credit_Limit,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio
3,6472.0,1,4,2128,4344.0,3592,66,0.329
4,2766.0,1,2,1985,781.0,4480,70,0.718
5,1438.3,3,4,0,1438.3,4271,79,0.0
3,3283.0,3,4,1856,1427.0,4498,64,0.565
5,2470.0,1,3,1961,509.0,4519,78,0.794
3,20695.0,1,3,1250,19445.0,3924,82,0.06
5,4228.0,2,4,1709,2519.0,4389,79,0.404
5,31743.0,3,1,1332,30411.0,4293,73,0.042
6,3212.0,3,4,2517,695.0,4284,69,0.784
3,5884.0,2,2,1382,4502.0,4477,82,0.235
6,1724.0,2,3,0,1724.0,4768,80,0.0
2,2468.0,3,3,0,2468.0,2017,37,0.0
3,1438.3,3,3,0,1438.3,1849,43,0.0
5,3111.0,1,2,1541,1570.0,4570,68,0.495
4,2799.0,1,3,1532,1267.0,4214,83,0.547
5,1912.0,3,0,1163,749.0,4786,81,0.608
4,18927.0,3,1,887,18040.0,3101,54,0.047
1,2016.0,4,3,395,1621.0,2473,44,0.196
4,4830.0,2,0,1970,2860.0,4850,80,0.408
1,1438.3,2,2,0,1438.3,2123,37,0.0
4,1986.0,3,1,1614,372.0,4442,64,0.813
6,2877.0,1,1,1136,1741.0,4006,68,0.395
3,2312.0,2,2,1997,315.0,5085,78,0.864
3,2644.0,3,2,2126,518.0,3601,66,0.804
5,2062.0,3,0,1302,760.0,3785,63,0.631
5,3510.0,2,2,1881,1629.0,3808,81,0.536
3,15026.0,2,1,916,14110.0,3281,63,0.061
1,27186.0,3,2,0,27186.0,1704,34,0.0
6,2174.0,3,2,877,1297.0,4596,71,0.403
6,29535.0,1,0,895,28640.0,3934,74,0.03
4,2974.0,2,1,2090,884.0,4297,88,0.703
5,1438.3,2,2,0,1438.3,2329,43,0.0
3,8148.0,3,0,701,7447.0,4124,87,0.086
6,2646.0,6,4,1983,663.0,4727,83,0.749
2,2054.0,3,2,0,2054.0,2567,43,0.0
6,34516.0,2,4,1477,33039.0,1868,40,0.043
6,1879.0,3,4,1486,393.0,5202,88,0.791
3,15913.0,2,3,1696,14217.0,4472,86,0.107
5,8685.0,3,4,0,8685.0,2473,56,0.0
4,2676.0,3,2,1740,936.0,3863,69,0.65
6,1438.3,2,4,0,1438.3,4722,89,0.0
3,1711.0,1,3,0,1711.0,4496,77,0.0
3,2572.0,2,4,1969,603.0,4313,84,0.766
6,4535.0,2,6,0,4535.0,2342,40,0.0
5,5950.0,6,1,1117,4833.0,4682,89,0.188
3,2088.0,3,4,975,1113.0,2866,59,0.467
4,10466.0,3,2,2080,8386.0,4116,64,0.199
5,4761.0,2,1,1561,3200.0,2045,53,0.328
4,1488.0,1,4,755,733.0,4451,65,0.507
3,19114.0,1,2,1754,17360.0,4413,69,0.092
3,7536.0,5,4,1272,6264.0,4189,86,0.169
6,2441.0,3,3,1672,769.0,4439,74,0.685
6,13189.0,3,3,1205,11984.0,3821,83,0.091
3,1914.0,3,2,0,1914.0,2687,41,0.0
6,2468.0,2,1,1850,618.0,4483,77,0.75
4,2564.0,3,2,1258,1306.0,2673,43,0.491
6,1679.0,2,3,951,728.0,2492,43,0.566
4,3410.0,1,1,1110,2300.0,5102,63,0.326
6,2728.0,5,1,0,2728.0,4554,75,0.0
5,7119.0,3,3,1513,5606.0,4969,84,0.213
5,3532.0,1,3,869,2663.0,4297,64,0.246
6,7459.0,3,3,1717,5742.0,4328,68,0.23
4,2294.0,2,3,1582,712.0,3951,79,0.69
5,1663.0,3,2,0,1663.0,3950,82,0.0
4,5129.0,3,4,1654,3475.0,3192,61,0.322
3,1722.0,2,3,0,1722.0,2141,35,0.0
5,2586.0,3,4,1270,1316.0,4481,77,0.491
5,8708.0,3,2,996,7712.0,3927,60,0.114
5,8869.0,2,2,0,8869.0,3270,63,0.0
6,2641.0,2,3,1336,1305.0,4224,77,0.506
3,34516.0,3,2,1048,33468.0,4192,73,0.03
6,34516.0,6,1,1473,33043.0,4254,73,0.043
3,1965.0,1,4,1175,790.0,4579,87,0.598
4,1513.0,3,2,0,1513.0,4759,98,0.0
5,10543.0,2,3,0,10543.0,1841,39,0.0
6,17764.0,2,1,1459,16305.0,2750,57,0.082
4,1438.3,1,3,0,1438.3,4512,77,0.0
3,6371.0,2,1,1946,4425.0,3592,79,0.305
5,19188.0,1,1,1622,17566.0,4282,52,0.085
6,3076.0,3,3,2257,819.0,4522,75,0.734
3,2822.0,3,2,1501,1321.0,4344,68,0.532
3,4139.0,3,1,0,4139.0,2232,41,0.0
3,34516.0,2,2,904,33612.0,3910,68,0.026
5,4121.0,2,2,2084,2037.0,3462,49,0.506
6,10074.0,1,2,1079,8995.0,3338,65,0.107
6,2621.0,2,4,598,2023.0,4852,85,0.228
3,3394.0,2,2,0,3394.0,3115,69,0.0
3,17628.0,1,2,1414,16214.0,3991,76,0.08
4,4480.0,3,3,2465,2015.0,3331,74,0.55
5,3370.0,3,2,2284,1086.0,4084,70,0.678
2,12871.0,3,2,0,12871.0,2413,53,0.0
3,3112.0,2,2,2023,1089.0,4613,86,0.65
1,1551.0,3,5,790,761.0,2379,46,0.509
5,1682.0,2,3,930,752.0,3309,67,0.553
5,2758.0,3,3,2017,741.0,4119,73,0.731
5,1909.0,2,2,866,1043.0,4697,83,0.454
5,11332.0,1,2,1647,9685.0,4674,72,0.145
5,7567.0,1,2,2496,5071.0,4076,60,0.33
3,6743.0,2,2,1737,5006.0,1934,30,0.258
3,32838.0,3,3,1717,31121.0,2538,42,0.052
2,1438.3,3,3,0,1438.3,1693,37,0.0
5,2510.0,1,2,1508,1002.0,3623,63,0.601
6,3199.0,2,1,2517,682.0,4483,87,0.787
4,1918.0,2,3,900,1018.0,4237,76,0.469
2,18660.0,3,1,728,17932.0,1682,43,0.039
3,7591.0,2,3,0,7591.0,2302,42,0.0
6,14315.0,3,1,1348,12967.0,3694,67,0.094
3,18038.0,3,1,1184,16854.0,4168,64,0.066
3,1853.0,2,3,0,1853.0,4544,72,0.0
3,4951.0,1,1,2002,2949.0,4192,62,0.404
4,34516.0,2,3,2213,32303.0,4492,71,0.064
4,1757.0,2,3,331,1426.0,2377,47,0.188
5,24033.0,3,4,612,23421.0,3578,75,0.025
5,3276.0,3,2,2331,945.0,4345,68,0.712
4,3614.0,1,2,0,3614.0,4561,82,0.0
6,1943.0,1,3,1654,289.0,3392,70,0.851
2,3795.0,2,4,2517,1278.0,1633,32,0.663
3,4075.0,3,1,2189,1886.0,3956,71,0.537
6,3001.0,2,4,482,2519.0,2403,42,0.161
6,5726.0,3,3,834,4892.0,2311,58,0.146
3,2077.0,2,3,1634,443.0,4292,66,0.787
6,2157.0,2,4,721,1436.0,4250,85,0.334
6,2037.0,2,2,1349,688.0,4574,84,0.662
5,14914.0,1,1,1102,13812.0,4478,87,0.074
5,1580.0,3,2,620,960.0,4384,70,0.392
5,15483.0,3,4,1719,13764.0,4678,80,0.111
1,1916.0,2,2,0,1916.0,2888,39,0.0
6,3610.0,3,3,1554,2056.0,2216,34,0.43
3,1667.0,2,2,0,1667.0,4385,80,0.0
4,1438.3,3,1,0,1438.3,4242,70,0.0
3,1942.0,3,2,860,1082.0,2522,42,0.443
4,2231.0,3,0,0,2231.0,3946,48,0.0
4,6465.0,2,2,1863,4602.0,4490,68,0.288
4,8599.0,3,3,938,7661.0,3015,64,0.109
6,1438.3,3,3,0,1438.3,3427,64,0.0
4,4402.0,3,4,697,3705.0,3325,76,0.158
3,5444.0,3,2,2499,2945.0,4509,80,0.459
6,1438.3,2,1,0,1438.3,4697,82,0.0
1,1438.3,1,4,0,1438.3,1632,36,0.0
4,2679.0,2,0,1558,1121.0,4756,73,0.582
6,2766.0,3,1,1731,1035.0,3959,71,0.626
5,25293.0,3,1,1140,24153.0,4059,80,0.045
3,2707.0,3,4,1796,911.0,4077,70,0.663
1,1748.0,3,2,1103,645.0,2335,41,0.631
3,4034.0,2,4,1867,2167.0,3718,72,0.463
5,26129.0,2,1,1752,24377.0,4919,75,0.067
5,14902.0,2,3,0,14902.0,2038,39,0.0
5,12228.0,2,2,2137,10091.0,3831,68,0.175
4,1724.0,3,3,0,1724.0,4434,67,0.0
3,1438.3,3,3,0,1438.3,2476,32,0.0
5,16665.0,0,1,1147,15518.0,4657,78,0.069
5,20974.0,3,4,0,20974.0,1246,27,0.0
6,3139.0,0,3,1089,2050.0,4648,80,0.347
5,19865.0,1,2,0,19865.0,4350,83,0.0
5,2069.0,2,3,1288,781.0,5668,82,0.623
2,2231.0,2,4,1791,440.0,2576,42,0.803
3,33371.0,1,4,0,33371.0,3638,67,0.0
4,2544.0,1,2,0,2544.0,3593,64,0.0
5,34516.0,1,4,0,34516.0,4004,86,0.0
6,5370.0,3,1,653,4717.0,4504,81,0.122
3,22437.0,1,1,1389,21048.0,3283,50,0.062
3,3573.0,2,2,0,3573.0,2562,36,0.0
4,1959.0,3,1,0,1959.0,3737,71,0.0
3,1661.0,3,4,0,1661.0,4338,77,0.0
6,5363.0,2,1,0,5363.0,4121,78,0.0
4,3009.0,3,2,721,2288.0,4070,71,0.24
3,18535.0,3,4,1192,17343.0,3780,70,0.064
4,2171.0,3,2,1415,756.0,4992,77,0.652
2,34516.0,2,3,1964,32552.0,2234,49,0.057
5,2376.0,1,4,1515,861.0,3795,71,0.638
4,2882.0,3,2,0,2882.0,4446,68,0.0
4,3277.0,3,4,2481,796.0,3965,59,0.757
6,2514.0,2,1,1845,669.0,3696,71,0.734
4,3301.0,2,2,2517,784.0,3939,69,0.762
4,12391.0,3,2,784,11607.0,4376,86,0.063
4,2168.0,3,2,1485,683.0,3828,86,0.685
3,7762.0,1,4,1319,6443.0,5153,77,0.17
6,12587.0,3,2,815,11772.0,3914,83,0.065
6,14785.0,3,4,1088,13697.0,4354,70,0.074
5,3433.0,2,2,964,2469.0,4444,87,0.281
3,2425.0,2,4,0,2425.0,1522,36,0.0
3,11619.0,3,3,0,11619.0,2395,49,0.0
3,3989.0,3,3,0,3989.0,4274,68,0.0
4,2173.0,2,1,596,1577.0,2738,45,0.274
4,2393.0,1,2,1499,894.0,4755,82,0.626
3,1677.0,2,2,0,1677.0,2437,41,0.0
5,2035.0,4,2,0,2035.0,4107,82,0.0
4,8842.0,2,1,0,8842.0,4493,79,0.0
6,2483.0,3,1,1297,1186.0,3478,64,0.522
3,13921.0,2,3,1201,12720.0,4351,75,0.086
3,2761.0,3,6,0,2761.0,2753,43,0.0
5,2623.0,3,2,1647,976.0,4388,83,0.628
5,3232.0,1,2,824,2408.0,3915,74,0.255
3,19075.0,2,4,0,19075.0,2013,32,0.0
4,31978.0,3,3,1659,30319.0,2333,51,0.052
4,34516.0,3,4,2061,32455.0,3820,76,0.06
5,6225.0,1,1,1596,4629.0,4129,71,0.256
6,2672.0,3,3,0,2672.0,2576,39,0.0
1,10360.0,3,1,2517,7843.0,2414,28,0.243
5,10747.0,6,0,1027,9720.0,4538,63,0.096
4,3135.0,1,3,0,3135.0,4116,68,0.0
4,1438.3,1,4,860,578.3,4754,79,0.598
4,3189.0,3,1,0,3189.0,4813,86,0.0
3,8963.0,2,4,0,8963.0,4511,76,0.0
5,1723.0,2,2,0,1723.0,2574,43,0.0
6,2161.0,6,1,1404,757.0,4389,77,0.65
6,3901.0,3,3,1001,2900.0,4313,72,0.257
4,1438.3,2,2,801,637.3,4223,60,0.557
5,3131.0,2,2,849,2282.0,3108,62,0.271
6,2331.0,2,3,1709,622.0,4417,69,0.733
3,1895.0,3,3,1146,749.0,4333,72,0.605
5,26496.0,2,3,1406,25090.0,3691,75,0.053
2,1583.0,1,2,234,1349.0,2541,36,0.148
4,1438.3,2,2,904,534.3,3887,79,0.629
5,2072.0,3,2,1544,528.0,4210,64,0.745
6,2707.0,3,3,1367,1340.0,4646,73,0.505
3,13608.0,3,4,1190,12418.0,3118,76,0.087
3,10273.0,1,2,1657,8616.0,3778,70,0.161
6,2609.0,6,1,1115,1494.0,4546,59,0.427
4,8431.0,1,3,1862,6569.0,2008,37,0.221
6,5852.0,3,4,1935,3917.0,3689,55,0.331
5,3140.0,2,4,2183,957.0,5109,78,0.695
6,12914.0,1,5,1227,11687.0,2082,54,0.095
5,8694.0,1,0,961,7733.0,1753,49,0.111
2,1735.0,1,2,0,1735.0,2467,35,0.0
4,2286.0,1,4,1641,645.0,4321,89,0.718
5,3589.0,2,4,1808,1781.0,4262,70,0.504
5,2673.0,2,4,1275,1398.0,4119,75,0.477
3,9437.0,1,3,2024,7413.0,4715,78,0.214
3,2751.0,2,2,2258,493.0,4386,67,0.821
6,11557.0,2,1,1050,10507.0,4064,75,0.091
5,14831.0,2,1,1302,13529.0,4467,73,0.088
3,1495.0,1,4,0,1495.0,2220,50,0.0
5,2791.0,3,2,1979,812.0,4617,70,0.709
4,9703.0,3,0,941,8762.0,4190,81,0.097
6,3889.0,3,1,1839,2050.0,4423,63,0.473
6,14140.0,2,4,845,13295.0,5036,76,0.06
5,9106.0,2,1,975,8131.0,3863,74,0.107
5,2694.0,1,2,0,2694.0,2684,38,0.0
6,19629.0,3,2,0,19629.0,4073,79,0.0
3,6507.0,1,1,1452,5055.0,4544,89,0.223
2,10195.0,2,4,0,10195.0,2489,54,0.0
4,2096.0,1,2,1711,385.0,3692,68,0.816
5,11314.0,1,1,0,11314.0,3761,70,0.0
6,1837.0,1,1,665,1172.0,4752,88,0.362
1,7821.0,2,3,2517,5304.0,2010,43,0.322
6,1984.0,3,4,0,1984.0,2506,46,0.0
4,2535.0,3,0,1699,836.0,4497,68,0.67
3,1970.0,3,3,1224,746.0,4533,65,0.621
4,34516.0,5,3,2076,32440.0,3647,65,0.06
5,2694.0,1,4,1833,861.0,3366,56,0.68
6,4476.0,3,3,0,4476.0,3350,67,0.0
1,1699.0,2,3,0,1699.0,2520,49,0.0
3,1953.0,2,4,1762,191.0,4590,91,0.902
5,5264.0,1,3,0,5264.0,4943,70,0.0
3,3698.0,2,2,478,3220.0,2051,31,0.129
5,34516.0,3,3,825,33691.0,3127,51,0.024
4,2712.0,1,1,0,2712.0,5207,79,0.0
3,5486.0,1,4,685,4801.0,2965,70,0.125
3,2107.0,3,0,941,1166.0,4858,73,0.447
4,18096.0,1,2,2404,15692.0,3880,68,0.133
1,2721.0,3,3,1885,836.0,2594,48,0.693
6,2976.0,3,3,2257,719.0,3837,57,0.758
6,16741.0,1,3,1225,15516.0,3608,56,0.073
5,3714.0,2,3,2517,1197.0,4715,85,0.678
6,6936.0,2,2,0,6936.0,2874,44,0.0
4,11099.0,3,4,0,11099.0,3980,77,0.0
6,15987.0,4,3,1965,14022.0,4542,70,0.123
4,4406.0,4,4,1247,3159.0,3964,76,0.283
3,34516.0,3,2,1153,33363.0,4486,71,0.033
3,5104.0,2,4,736,4368.0,3943,78,0.144
3,7195.0,2,1,0,7195.0,2751,47,0.0
3,1956.0,1,1,1053,903.0,4924,70,0.538
4,3317.0,3,2,2517,800.0,3772,74,0.759
3,2759.0,2,4,0,2759.0,2061,47,0.0
3,6038.0,1,2,0,6038.0,4375,81,0.0
3,2942.0,2,1,2100,842.0,4548,71,0.714
4,5095.0,2,3,0,5095.0,3808,89,0.0
4,1438.3,2,4,0,1438.3,3778,69,0.0
3,10111.0,3,4,868,9243.0,4791,68,0.086
2,3201.0,3,2,2517,684.0,1880,42,0.786
6,2761.0,1,3,0,2761.0,3706,65,0.0
5,5987.0,2,0,1405,4582.0,4011,72,0.235
5,5630.0,1,3,748,4882.0,4904,81,0.133
6,6622.0,2,3,2126,4496.0,3668,60,0.321
4,18733.0,2,3,1292,17441.0,5080,85,0.069
4,2265.0,3,3,1345,920.0,4009,73,0.594
4,2907.0,3,4,1537,1370.0,4390,76,0.529
6,8791.0,3,2,0,8791.0,2579,51,0.0
6,2302.0,4,2,0,2302.0,2256,40,0.0
4,5489.0,6,4,1665,3824.0,4010,75,0.303
4,2055.0,1,3,1276,779.0,5025,70,0.621
5,2147.0,3,2,771,1376.0,4631,76,0.359
3,1757.0,3,3,1307,450.0,4750,72,0.744
3,2900.0,3,3,2517,383.0,2180,31,0.868
4,2670.0,2,3,2079,591.0,3895,59,0.779
4,21382.0,2,3,1692,19690.0,3060,66,0.079
6,2254.0,2,3,533,1721.0,4913,84,0.236
6,4433.0,3,1,1488,2945.0,3847,76,0.336
4,1438.3,2,4,739,699.3,4078,77,0.514
6,2520.0,3,3,1473,1047.0,2061,36,0.585
4,5655.0,3,2,1154,4501.0,2189,51,0.204
4,1438.3,1,1,0,1438.3,4509,74,0.0
3,2786.0,3,4,1635,1151.0,4532,82,0.587
4,3961.0,3,0,1729,2232.0,4066,63,0.437
4,2476.0,1,3,1944,532.0,4025,65,0.785
3,11606.0,3,3,0,11606.0,2623,39,0.0
6,8459.0,1,3,757,7702.0,4677,87,0.089
6,9554.0,1,2,2337,7217.0,4049,71,0.245
4,4388.0,3,3,642,3746.0,3836,81,0.146
6,19826.0,3,2,1389,18437.0,3561,73,0.07
3,2173.0,1,3,0,2173.0,4392,83,0.0
6,2545.0,2,2,1894,651.0,4660,68,0.744
5,1757.0,2,4,0,1757.0,2557,45,0.0
3,3164.0,2,3,2201,963.0,4410,86,0.696
6,6022.0,2,2,871,5151.0,3745,74,0.145
2,1804.0,3,4,0,1804.0,2077,44,0.0
4,22664.0,2,2,0,22664.0,4586,89,0.0
5,2527.0,3,4,2204,323.0,4598,85,0.872
3,3547.0,4,4,2517,1030.0,2715,45,0.71
5,1438.3,2,3,604,834.3,4219,83,0.42
3,6182.0,2,4,1516,4666.0,3801,61,0.245
1,29715.0,3,4,0,29715.0,2128,39,0.0
4,2154.0,3,3,1490,664.0,3664,63,0.692
6,2179.0,3,4,1632,547.0,4025,69,0.749
5,4906.0,1,3,1302,3604.0,4833,80,0.265
5,2346.0,3,1,1407,939.0,4116,79,0.6
5,4753.0,2,3,0,4753.0,3895,71,0.0
3,1880.0,2,3,0,1880.0,2469,34,0.0
5,12155.0,4,4,0,12155.0,4618,60,0.0
5,2721.0,3,1,1527,1194.0,4622,88,0.561
6,6160.0,2,0,2258,3902.0,3986,80,0.367
3,2069.0,3,1,1393,676.0,4962,70,0.673
6,28422.0,3,4,1258,27164.0,4841,80,0.044
6,1438.3,4,2,0,1438.3,4282,69,0.0
5,1438.3,2,4,0,1438.3,4416,68,0.0
1,1671.0,4,3,0,1671.0,2701,51,0.0
1,1491.0,2,4,0,1491.0,1970,46,0.0
1,11422.0,2,6,1095,10327.0,2439,45,0.096
3,5139.0,3,0,0,5139.0,1653,44,0.0
4,4783.0,1,3,2517,2266.0,2870,50,0.526
3,2589.0,2,1,1693,896.0,4259,83,0.654
4,8138.0,2,4,0,8138.0,4839,61,0.0
6,4502.0,1,1,1785,2717.0,4469,87,0.396
3,33521.0,2,2,928,32593.0,4115,66,0.028
5,4361.0,3,0,806,3555.0,4518,84,0.185
5,7026.0,3,1,1728,5298.0,3935,66,0.246
6,16388.0,2,1,2001,14387.0,4477,83,0.122
2,2905.0,2,3,2517,388.0,2487,39,0.866
6,2404.0,2,4,1887,517.0,4489,75,0.785
4,1477.0,2,3,0,1477.0,2419,49,0.0
4,3556.0,3,3,2517,1039.0,2639,53,0.708
6,5649.0,1,0,748,4901.0,4683,72,0.132
6,14345.0,1,3,960,13385.0,4045,72,0.067
6,6524.0,2,3,1993,4531.0,4267,66,0.305
5,2281.0,1,4,920,1361.0,3968,66,0.403
3,2633.0,1,2,1924,709.0,3407,66,0.731
6,7693.0,1,2,0,7693.0,4573,93,0.0
5,10262.0,6,4,1888,8374.0,3553,65,0.184
4,11320.0,1,3,0,11320.0,2845,57,0.0
3,2482.0,2,4,916,1566.0,4295,72,0.369
3,3035.0,2,2,0,3035.0,3847,63,0.0
4,26308.0,3,3,0,26308.0,3278,53,0.0
6,6721.0,2,2,1115,5606.0,3718,51,0.166
6,6205.0,3,4,2233,3972.0,3906,64,0.36
4,2624.0,2,3,1458,1166.0,4487,61,0.556
6,1479.0,2,4,458,1021.0,1811,44,0.31
5,4489.0,2,0,0,4489.0,3773,64,0.0
6,5842.0,3,1,198,5644.0,1828,44,0.034
4,8777.0,2,3,1668,7109.0,4141,83,0.19
3,3250.0,6,1,0,3250.0,4752,84,0.0
3,15060.0,3,4,0,15060.0,1611,42,0.0
6,2126.0,1,0,1321,805.0,2992,72,0.621
3,4907.0,2,1,773,4134.0,5088,71,0.158
6,3553.0,2,1,0,3553.0,4923,89,0.0
4,2515.0,2,2,1313,1202.0,4370,68,0.522
1,4428.0,2,4,0,4428.0,2331,36,0.0
6,1616.0,3,3,0,1616.0,4961,78,0.0
4,6723.0,1,1,968,5755.0,3838,67,0.144
3,2756.0,4,2,1911,845.0,4656,62,0.693
6,2897.0,2,4,1506,1391.0,2214,46,0.52
6,5456.0,3,0,0,5456.0,3470,65,0.0
4,3569.0,2,2,0,3569.0,4186,72,0.0
3,34198.0,3,4,1804,32394.0,4270,59,0.053
5,34516.0,2,4,1311,33205.0,4485,85,0.038
3,2817.0,1,2,1864,953.0,4535,82,0.662
6,2126.0,2,3,1257,869.0,4340,70,0.591
3,2573.0,1,4,1640,933.0,4094,77,0.637
5,2016.0,5,3,1303,713.0,3243,63,0.646
6,4006.0,3,0,1646,2360.0,5006,89,0.411
5,5869.0,1,2,0,5869.0,4191,65,0.0
3,4586.0,2,3,0,4586.0,2529,43,0.0
6,1438.3,3,4,0,1438.3,4617,67,0.0
3,1790.0,3,3,796,994.0,3539,57,0.445
5,5862.0,2,3,2306,3556.0,4305,51,0.393
3,7411.0,5,1,1341,6070.0,4278,80,0.181
6,5667.0,2,3,2517,3150.0,2176,38,0.444
5,15594.0,2,3,0,15594.0,4745,75,0.0
6,11410.0,3,4,979,10431.0,2736,38,0.086
6,1584.0,3,1,1214,370.0,2628,41,0.766
4,13298.0,3,3,1694,11604.0,3476,66,0.127
1,2114.0,2,2,0,2114.0,2872,45,0.0
3,2540.0,2,4,0,2540.0,1531,31,0.0
4,1762.0,2,1,1051,711.0,4986,80,0.596
6,2245.0,3,3,1503,742.0,3344,54,0.669
3,8168.0,2,3,2137,6031.0,3554,82,0.262
3,2238.0,2,1,0,2238.0,2063,42,0.0
2,3881.0,2,3,2517,1364.0,2463,38,0.649
3,20485.0,1,3,0,20485.0,3024,51,0.0
6,9856.0,4,1,671,9185.0,5408,83,0.068
6,2111.0,1,2,1047,1064.0,4830,82,0.496
3,2905.0,2,1,2079,826.0,4444,84,0.716
6,32244.0,3,2,0,32244.0,3501,65,0.0
6,5624.0,2,3,1216,4408.0,3843,66,0.216
6,1656.0,2,3,1429,227.0,4258,77,0.863
1,3032.0,3,3,0,3032.0,2273,44,0.0
4,15699.0,3,6,0,15699.0,1793,40,0.0
3,6608.0,1,3,2270,4338.0,4033,58,0.344
4,5062.0,2,4,1423,3639.0,4535,68,0.281
3,1547.0,3,2,0,1547.0,4348,63,0.0
3,11060.0,1,1,1647,9413.0,4545,83,0.149
5,1438.3,1,2,0,1438.3,4300,67,0.0
4,3670.0,3,2,0,3670.0,4811,68,0.0
4,1538.0,1,4,868,670.0,5228,61,0.564
5,1438.3,1,2,886,552.3,4385,91,0.616
4,2330.0,2,4,2294,36.0,2107,40,0.985
6,3170.0,2,2,1428,1742.0,4097,72,0.45
5,2120.0,2,3,1527,593.0,4741,86,0.72
3,20231.0,1,4,1434,18797.0,5002,78,0.071
4,1438.3,2,3,0,1438.3,2306,46,0.0
6,5583.0,3,2,0,5583.0,3317,71,0.0
5,7764.0,3,4,621,7143.0,3955,72,0.08
3,25670.0,3,3,0,25670.0,2709,51,0.0
3,3841.0,2,4,0,3841.0,2832,48,0.0
4,2001.0,3,3,909,1092.0,4238,63,0.454
3,8512.0,2,2,1471,7041.0,4056,81,0.173
5,5869.0,3,2,2517,3352.0,4166,85,0.429
4,5791.0,2,3,0,5791.0,4556,67,0.0
5,34516.0,2,1,399,34117.0,2118,41,0.012
6,2191.0,1,1,1414,777.0,3967,76,0.645
4,2865.0,1,1,1176,1689.0,3462,61,0.41
6,6467.0,1,3,1887,4580.0,4098,61,0.292
3,1468.0,1,3,1074,394.0,2050,32,0.732
4,5386.0,3,3,0,5386.0,4846,84,0.0
5,1438.3,3,3,576,862.3,5098,66,0.4
5,5402.0,1,4,892,4510.0,4770,83,0.165
4,3855.0,2,3,211,3644.0,1724,34,0.055
3,2983.0,3,4,0,2983.0,2509,46,0.0
6,1438.3,1,3,1120,318.3,4880,77,0.779
6,4871.0,3,3,0,4871.0,2773,34,0.0
5,2636.0,1,2,1953,683.0,4584,70,0.741
5,1553.0,3,1,1177,376.0,4549,68,0.758
4,3304.0,2,4,0,3304.0,1731,32,0.0
3,34516.0,3,4,2517,31999.0,2376,55,0.073
6,3378.0,2,3,2134,1244.0,4464,83,0.632
3,2313.0,2,4,1775,538.0,4317,68,0.767
4,2434.0,3,0,0,2434.0,4628,73,0.0
5,1438.3,1,3,0,1438.3,4148,84,0.0
5,14544.0,1,4,0,14544.0,4064,92,0.0
3,24621.0,6,6,471,24150.0,2864,51,0.019
5,2337.0,3,2,698,1639.0,4048,83,0.299
5,2720.0,3,4,1926,794.0,3806,61,0.708
3,1965.0,1,3,1021,944.0,3968,57,0.52
4,33122.0,2,4,1587,31535.0,3145,63,0.048
4,1438.3,3,2,797,641.3,4673,69,0.554
3,2709.0,3,4,2034,675.0,4915,92,0.751
3,2404.0,6,2,284,2120.0,2511,51,0.118
6,4499.0,2,2,0,4499.0,4906,75,0.0
3,4734.0,2,4,2517,2217.0,2275,55,0.532
3,4697.0,2,4,0,4697.0,1867,34,0.0
4,34516.0,5,3,668,33848.0,3931,77,0.019
4,2572.0,1,2,1093,1479.0,5038,86,0.425
5,3110.0,1,4,2378,732.0,3395,75,0.765
5,1734.0,3,2,857,877.0,4741,84,0.494
5,3562.0,3,0,0,3562.0,4198,77,0.0
4,1536.0,2,4,0,1536.0,1973,36,0.0
4,19198.0,2,2,2218,16980.0,4423,90,0.116
3,4540.0,3,3,2517,2023.0,4804,66,0.554
3,1438.3,5,2,1226,212.3,3889,60,0.852
6,1990.0,2,2,1747,243.0,5216,87,0.878
4,3422.0,3,3,1039,2383.0,3337,65,0.304
6,2192.0,3,1,1464,728.0,4905,89,0.668
4,5152.0,2,2,1713,3439.0,3919,57,0.332
6,2515.0,2,1,1767,748.0,4388,67,0.703
3,2094.0,3,2,0,2094.0,2690,46,0.0
5,1906.0,3,3,1259,647.0,4634,54,0.661
6,5096.0,2,4,0,5096.0,2574,43,0.0
5,2222.0,2,4,0,2222.0,4792,62,0.0
3,3015.0,2,2,0,3015.0,4277,80,0.0
6,3786.0,3,2,0,3786.0,3403,70,0.0
5,12078.0,1,2,1687,10391.0,2384,52,0.14
3,6448.0,3,3,1087,5361.0,4990,85,0.169
1,5398.0,3,3,0,5398.0,1887,36,0.0
5,1438.3,5,4,0,1438.3,2146,44,0.0
3,1438.3,2,6,0,1438.3,2527,49,0.0
4,2620.0,3,2,2081,539.0,4867,67,0.794
3,13435.0,3,3,0,13435.0,3575,56,0.0
4,3186.0,2,3,2517,669.0,4197,84,0.79
3,1950.0,1,1,1062,888.0,3873,76,0.545
5,7098.0,2,0,2224,4874.0,3465,59,0.313
4,2250.0,2,1,1788,462.0,4908,71,0.795
6,34516.0,1,4,2038,32478.0,4067,75,0.059
5,2495.0,3,4,2061,434.0,4399,70,0.826
5,3086.0,3,1,2213,873.0,4684,81,0.717
4,1520.0,2,4,0,1520.0,4256,73,0.0
6,4043.0,3,4,2517,1526.0,2600,47,0.623
3,4599.0,1,3,1438,3161.0,4208,69,0.313
3,1438.3,2,2,0,1438.3,2264,39,0.0
4,7869.0,3,3,1251,6618.0,4314,83,0.159
